user_id,session_id,timestamp,page,action_type,duration_sec
u0004,s7118,2025-03-29T18:54:57,/dashboard,scroll,13
u0004,s7118,2025-03-29T18:54:51,/dashboard,hover,56
u0004,s7118,2025-03-29T18:54:17,/dashboard,click_button,11
u0004,s7118,2025-03-29T18:54:29,/settings,hover,31
u0004,s7118,2025-03-29T18:54:48,/login,click_button,48
u0004,s7118,2025-03-29T18:51:39,/home,hover,51
u0004,s6559,2025-03-08T07:00:19,/reports,hover,13
u0004,s6559,2025-03-08T07:02:18,/dashboard,form_submit,34
u0004,s6559,2025-03-08T07:00:49,/login,click_button,33
u0004,s6559,2025-03-08T07:03:23,/home,click_button,46
u0004,s6559,2025-03-08T07:03:18,/login,click_button,10
u0004,s6559,2025-03-08T07:00:43,/dashboard,hover,36
u0005,s4502,2025-03-29T02:09:39,/billing,click_button,29
u0005,s4502,2025-03-29T02:10:30,/login,hover,23
u0005,s4502,2025-03-29T02:11:51,/help,scroll,47
u0005,s4502,2025-03-29T02:12:24,/dashboard,nav_click,23
u0005,s4502,2025-03-29T02:10:06,/home,scroll,52
u0005,s4502,2025-03-29T02:12:52,/home,form_submit,8
u0005,s4502,2025-03-29T02:08:40,/reports,hover,37
u0005,s4502,2025-03-29T02:12:46,/dashboard,click_button,37
u0005,s4502,2025-03-29T02:08:56,/login,nav_click,9
u0005,s4502,2025-03-29T02:08:49,/help,nav_click,30
u0005,s4502,2025-03-29T02:09:16,/reports,nav_click,42
u0005,s1651,2025-03-03T15:20:47,/reports,form_submit,21
u0005,s1651,2025-03-03T15:17:42,/help,form_submit,20
u0005,s1651,2025-03-03T15:18:13,/billing,nav_click,47
u0005,s1651,2025-03-03T15:18:31,/billing,form_submit,53
u0005,s1651,2025-03-03T15:16:35,/home,hover,44
u0005,s1651,2025-03-03T15:20:46,/home,click_button,39
u0005,s1651,2025-03-03T15:17:47,/reports,form_submit,13
u0005,s1651,2025-03-03T15:18:56,/home,nav_click,28
u0005,s1651,2025-03-03T15:18:23,/dashboard,hover,58
u0005,s1651,2025-03-03T15:20:36,/help,form_submit,44
u0005,s1651,2025-03-03T15:20:28,/home,scroll,24
u0005,s1651,2025-03-03T15:16:51,/dashboard,form_submit,12
u0005,s1651,2025-03-03T15:16:52,/help,scroll,14
u0005,s1651,2025-03-03T15:18:17,/settings,scroll,18
u0005,s6617,2025-03-22T23:07:55,/reports,hover,21
u0005,s6617,2025-03-22T23:06:06,/home,hover,58
u0005,s6617,2025-03-22T23:08:01,/home,click_button,26
u0005,s6617,2025-03-22T23:06:46,/help,form_submit,15
u0005,s6617,2025-03-22T23:09:26,/reports,hover,40
u0005,s6617,2025-03-22T23:05:44,/home,click_button,49
u0005,s6617,2025-03-22T23:06:56,/reports,click_button,58
u0005,s6617,2025-03-22T23:08:49,/reports,scroll,14
u0005,s8041,2025-03-02T11:16:40,/login,click_button,27
u0005,s8041,2025-03-02T11:15:21,/help,nav_click,47
u0005,s8041,2025-03-02T11:14:26,/settings,scroll,60
u0005,s8041,2025-03-02T11:17:02,/reports,nav_click,20
u0005,s8041,2025-03-02T11:14:57,/login,nav_click,31
u0005,s8041,2025-03-02T11:13:46,/dashboard,form_submit,55
u0005,s8041,2025-03-02T11:17:04,/login,nav_click,22
u0006,s2771,2025-03-28T01:28:45,/dashboard,nav_click,57
u0006,s2771,2025-03-28T01:28:40,/settings,form_submit,57
u0006,s2771,2025-03-28T01:26:41,/dashboard,click_button,47
u0006,s2771,2025-03-28T01:26:23,/billing,form_submit,22
u0006,s2771,2025-03-28T01:25:20,/login,form_submit,27
u0006,s2771,2025-03-28T01:29:05,/billing,scroll,26
u0006,s2771,2025-03-28T01:24:59,/home,form_submit,16
u0006,s2771,2025-03-28T01:27:00,/home,click_button,43
u0006,s2771,2025-03-28T01:28:27,/settings,form_submit,32
u0006,s2771,2025-03-28T01:29:06,/home,hover,41
u0006,s2771,2025-03-28T01:26:22,/settings,click_button,50
u0006,s8144,2025-03-17T19:38:05,/settings,hover,9
u0006,s8144,2025-03-17T19:39:14,/reports,form_submit,47
u0006,s8144,2025-03-17T19:37:28,/help,form_submit,37
u0006,s8144,2025-03-17T19:39:03,/help,hover,25
u0006,s8144,2025-03-17T19:39:51,/help,form_submit,40
u0007,s4143,2025-03-22T13:49:54,/reports,scroll,24
u0007,s4143,2025-03-22T13:51:52,/reports,click_button,24
u0007,s4143,2025-03-22T13:50:51,/dashboard,hover,55
u0007,s4143,2025-03-22T13:51:09,/billing,hover,33
u0007,s4143,2025-03-22T13:50:14,/reports,hover,55
u0007,s4143,2025-03-22T13:49:51,/help,click_button,23
u0007,s4143,2025-03-22T13:52:48,/help,scroll,26
u0007,s4143,2025-03-22T13:49:12,/login,nav_click,48
u0007,s4143,2025-03-22T13:51:03,/dashboard,nav_click,14
u0007,s4143,2025-03-22T13:48:37,/home,nav_click,35
u0007,s4143,2025-03-22T13:49:02,/billing,hover,45
u0007,s4185,2025-03-16T14:35:17,/dashboard,click_button,53
u0007,s4185,2025-03-16T14:34:07,/login,hover,19
u0007,s4185,2025-03-16T14:34:43,/login,scroll,34
u0007,s4185,2025-03-16T14:33:38,/reports,nav_click,59
u0007,s4185,2025-03-16T14:34:15,/billing,nav_click,56
u0007,s4185,2025-03-16T14:37:10,/help,scroll,40
u0007,s4185,2025-03-16T14:35:55,/login,hover,44
u0007,s4185,2025-03-16T14:37:31,/billing,scroll,33
u0007,s4185,2025-03-16T14:34:34,/help,hover,33
u0007,s4185,2025-03-16T14:35:25,/login,nav_click,58
u0007,s4185,2025-03-16T14:35:34,/login,scroll,36
u0008,s5499,2025-03-03T10:26:20,/settings,form_submit,25
u0008,s5499,2025-03-03T10:28:56,/home,nav_click,14
u0008,s5499,2025-03-03T10:26:18,/billing,nav_click,50
u0008,s5499,2025-03-03T10:26:09,/home,hover,31
u0008,s5499,2025-03-03T10:27:09,/reports,hover,31
u0008,s5499,2025-03-03T10:24:51,/dashboard,hover,29
u0008,s5499,2025-03-03T10:24:30,/login,scroll,29
u0008,s5499,2025-03-03T10:28:24,/home,form_submit,24
u0008,s5499,2025-03-03T10:27:39,/login,hover,39
u0008,s5499,2025-03-03T10:28:59,/login,scroll,19
u0008,s5499,2025-03-03T10:28:29,/dashboard,form_submit,32
u0008,s5499,2025-03-03T10:28:28,/home,hover,26
u0008,s7624,2025-03-27T17:02:16,/reports,scroll,6
u0008,s7624,2025-03-27T17:04:32,/reports,scroll,47
u0008,s7624,2025-03-27T17:01:24,/home,hover,13
u0008,s7624,2025-03-27T17:05:07,/dashboard,click_button,21
u0008,s7624,2025-03-27T17:04:25,/settings,nav_click,34
u0008,s7624,2025-03-27T17:03:58,/settings,hover,22
u0008,s7624,2025-03-27T17:04:46,/settings,click_button,35
u0009,s9837,2025-03-31T12:46:34,/help,click_button,54
u0009,s9837,2025-03-31T12:45:00,/login,click_button,20
u0009,s9837,2025-03-31T12:46:22,/login,click_button,44
u0009,s9837,2025-03-31T12:45:58,/dashboard,nav_click,35
u0009,s9837,2025-03-31T12:45:38,/reports,nav_click,34
u0010,s7043,2025-03-20T22:07:41,/login,nav_click,24
u0010,s7043,2025-03-20T22:07:38,/reports,click_button,24
u0010,s7043,2025-03-20T22:09:55,/billing,nav_click,9
u0010,s7043,2025-03-20T22:08:47,/home,form_submit,59
u0010,s7043,2025-03-20T22:07:44,/login,scroll,55
u0010,s7043,2025-03-20T22:07:04,/settings,scroll,32
u0010,s7043,2025-03-20T22:09:52,/home,scroll,46
u0010,s6590,2025-03-28T15:21:57,/home,hover,28
u0010,s6590,2025-03-28T15:21:42,/help,nav_click,32
u0010,s6590,2025-03-28T15:19:17,/help,scroll,46
u0010,s6590,2025-03-28T15:20:05,/reports,scroll,54
u0010,s6590,2025-03-28T15:21:54,/billing,hover,57
u0010,s5397,2025-03-28T08:57:11,/settings,hover,20
u0010,s5397,2025-03-28T09:00:24,/reports,scroll,47
u0010,s5397,2025-03-28T08:59:41,/settings,click_button,36
u0010,s5397,2025-03-28T08:59:13,/dashboard,hover,18
u0010,s5397,2025-03-28T08:59:28,/login,form_submit,26
u0010,s5397,2025-03-28T08:58:50,/reports,form_submit,40
u0010,s5397,2025-03-28T08:56:32,/reports,nav_click,10
u0010,s5397,2025-03-28T08:58:30,/help,hover,36
u0010,s5397,2025-03-28T09:01:11,/login,nav_click,49
u0010,s5397,2025-03-28T09:00:30,/help,hover,33
u0011,s2524,2025-03-08T14:45:39,/settings,scroll,28
u0011,s2524,2025-03-08T14:47:37,/reports,scroll,27
u0011,s2524,2025-03-08T14:47:12,/help,scroll,26
u0011,s2524,2025-03-08T14:46:35,/help,hover,22
u0011,s2524,2025-03-08T14:46:11,/settings,nav_click,12
u0011,s2524,2025-03-08T14:45:13,/settings,click_button,52
u0011,s2524,2025-03-08T14:48:09,/login,nav_click,17
u0011,s2524,2025-03-08T14:45:25,/help,hover,22
u0011,s2524,2025-03-08T14:48:03,/reports,form_submit,11
u0012,s5853,2025-03-12T06:34:43,/home,scroll,13
u0012,s5853,2025-03-12T06:34:29,/home,click_button,40
u0012,s5853,2025-03-12T06:34:38,/help,nav_click,45
u0012,s5853,2025-03-12T06:36:20,/home,click_button,41
u0012,s5853,2025-03-12T06:34:34,/billing,hover,33
u0012,s5853,2025-03-12T06:35:03,/dashboard,click_button,21
u0012,s5853,2025-03-12T06:36:13,/home,click_button,30
u0012,s5853,2025-03-12T06:36:20,/home,scroll,45
u0012,s1878,2025-03-05T20:32:17,/home,nav_click,12
u0012,s1878,2025-03-05T20:34:27,/login,hover,43
u0012,s1878,2025-03-05T20:31:37,/login,scroll,29
u0012,s1878,2025-03-05T20:33:32,/billing,form_submit,60
u0012,s1878,2025-03-05T20:33:21,/settings,scroll,44
u0012,s1878,2025-03-05T20:30:12,/reports,click_button,53
u0012,s1878,2025-03-05T20:31:28,/help,nav_click,21
u0013,s3573,2025-03-06T20:06:38,/dashboard,click_button,31
u0013,s3573,2025-03-06T20:09:50,/help,scroll,35
u0013,s3573,2025-03-06T20:08:29,/home,nav_click,23
u0013,s3573,2025-03-06T20:08:24,/help,hover,9
u0013,s3573,2025-03-06T20:07:59,/settings,scroll,47
u0013,s3573,2025-03-06T20:07:41,/billing,click_button,39
u0013,s3573,2025-03-06T20:07:55,/help,nav_click,22
u0013,s3573,2025-03-06T20:07:12,/home,click_button,15
u0014,s5728,2025-03-04T17:06:38,/help,hover,22
u0014,s5728,2025-03-04T17:08:19,/reports,hover,33
u0014,s5728,2025-03-04T17:04:44,/reports,click_button,32
u0014,s5728,2025-03-04T17:06:48,/reports,form_submit,6
u0014,s5728,2025-03-04T17:04:49,/dashboard,scroll,42
u0014,s5728,2025-03-04T17:04:13,/login,form_submit,41
u0014,s5728,2025-03-04T17:04:23,/login,nav_click,35
u0014,s5728,2025-03-04T17:08:28,/help,hover,22
u0014,s5728,2025-03-04T17:05:35,/reports,hover,45
u0014,s5728,2025-03-04T17:08:14,/home,hover,27
u0014,s5728,2025-03-04T17:07:32,/settings,form_submit,47
u0014,s5728,2025-03-04T17:04:56,/login,nav_click,26
u0014,s7744,2025-03-10T14:39:39,/home,hover,10
u0014,s7744,2025-03-10T14:37:39,/settings,form_submit,12
u0014,s7744,2025-03-10T14:38:24,/login,scroll,57
u0014,s7744,2025-03-10T14:34:58,/help,scroll,34
u0014,s7744,2025-03-10T14:38:29,/home,nav_click,38
u0014,s7744,2025-03-10T14:38:03,/reports,hover,45
u0014,s7744,2025-03-10T14:38:44,/login,click_button,18
u0014,s7744,2025-03-10T14:37:14,/reports,nav_click,23
u0014,s7744,2025-03-10T14:38:42,/help,hover,12
u0014,s7744,2025-03-10T14:35:12,/help,scroll,56
u0014,s7744,2025-03-10T14:37:00,/help,nav_click,24
u0014,s7744,2025-03-10T14:39:40,/home,scroll,31
u0014,s2527,2025-03-27T04:11:57,/home,nav_click,36
u0014,s2527,2025-03-27T04:10:30,/reports,form_submit,31
u0014,s2527,2025-03-27T04:12:08,/billing,nav_click,34
u0014,s2527,2025-03-27T04:12:43,/dashboard,hover,17
u0014,s2527,2025-03-27T04:12:21,/help,nav_click,60
u0014,s2527,2025-03-27T04:08:36,/settings,hover,26
u0014,s2527,2025-03-27T04:12:20,/settings,click_button,23
u0014,s2527,2025-03-27T04:10:33,/login,scroll,42
u0015,s3434,2025-03-18T17:41:09,/settings,scroll,53
u0015,s3434,2025-03-18T17:42:51,/billing,hover,25
u0015,s3434,2025-03-18T17:39:49,/help,nav_click,41
u0015,s3434,2025-03-18T17:41:29,/dashboard,hover,7
u0015,s3434,2025-03-18T17:40:55,/help,hover,50
u0015,s3434,2025-03-18T17:41:28,/billing,nav_click,36
u0015,s3434,2025-03-18T17:38:31,/dashboard,scroll,42
u0015,s3434,2025-03-18T17:41:02,/login,click_button,60
u0015,s3434,2025-03-18T17:41:58,/home,scroll,34
u0015,s3434,2025-03-18T17:38:20,/help,nav_click,31
u0015,s3434,2025-03-18T17:39:32,/home,hover,55
u0015,s3434,2025-03-18T17:40:28,/settings,scroll,49
u0015,s7512,2025-03-03T12:02:28,/billing,form_submit,45
u0015,s7512,2025-03-03T12:02:04,/login,scroll,7
u0015,s7512,2025-03-03T11:58:30,/dashboard,form_submit,19
u0015,s7512,2025-03-03T11:58:41,/billing,click_button,53
u0015,s7512,2025-03-03T11:58:46,/billing,nav_click,49
u0015,s7512,2025-03-03T12:00:28,/home,click_button,25
u0015,s7512,2025-03-03T11:58:23,/settings,form_submit,28
u0015,s7512,2025-03-03T12:01:35,/dashboard,nav_click,38
u0015,s7512,2025-03-03T12:01:25,/reports,nav_click,15
u0015,s7512,2025-03-03T11:59:24,/home,scroll,60
u0015,s7512,2025-03-03T12:01:10,/reports,nav_click,36
u0015,s7512,2025-03-03T11:59:08,/dashboard,hover,45
u0015,s7512,2025-03-03T12:00:05,/billing,form_submit,47
u0015,s7512,2025-03-03T11:57:59,/login,hover,23
u0015,s7512,2025-03-03T12:02:34,/dashboard,click_button,33
u0015,s6661,2025-03-10T23:19:33,/help,form_submit,34
u0015,s6661,2025-03-10T23:18:30,/dashboard,hover,59
u0015,s6661,2025-03-10T23:20:03,/home,nav_click,29
u0015,s6661,2025-03-10T23:18:59,/reports,form_submit,49
u0015,s6661,2025-03-10T23:18:27,/home,hover,22
u0015,s6661,2025-03-10T23:16:00,/reports,click_button,43
u0015,s6661,2025-03-10T23:20:10,/login,form_submit,54
u0015,s6661,2025-03-10T23:17:53,/reports,form_submit,19
u0015,s6661,2025-03-10T23:17:33,/reports,form_submit,48
u0015,s6661,2025-03-10T23:17:06,/help,click_button,45
u0015,s6661,2025-03-10T23:16:16,/settings,hover,7
u0015,s6661,2025-03-10T23:19:02,/help,nav_click,10
u0015,s6661,2025-03-10T23:18:27,/settings,hover,16
u0015,s6661,2025-03-10T23:17:38,/dashboard,scroll,28
u0015,s9697,2025-03-30T09:56:54,/settings,hover,56
u0015,s9697,2025-03-30T09:58:01,/help,form_submit,56
u0015,s9697,2025-03-30T09:56:28,/billing,click_button,14
u0015,s9697,2025-03-30T09:57:25,/login,hover,59
u0015,s9697,2025-03-30T10:00:15,/settings,click_button,55
u0015,s9697,2025-03-30T09:58:52,/home,form_submit,39
u0015,s9697,2025-03-30T09:56:33,/billing,form_submit,48
u0015,s9697,2025-03-30T09:57:44,/reports,hover,57
u0015,s9697,2025-03-30T09:58:40,/home,nav_click,35
u0015,s9697,2025-03-30T09:55:42,/reports,scroll,25
u0015,s9697,2025-03-30T09:57:23,/help,click_button,45
u0015,s9697,2025-03-30T09:59:27,/help,form_submit,46
u0015,s9697,2025-03-30T09:58:59,/home,nav_click,7
u0016,s5986,2025-03-04T03:34:29,/reports,nav_click,29
u0016,s5986,2025-03-04T03:36:21,/settings,scroll,31
u0016,s5986,2025-03-04T03:33:48,/billing,click_button,58
u0016,s5986,2025-03-04T03:36:39,/reports,hover,22
u0016,s5986,2025-03-04T03:32:45,/help,form_submit,18
u0016,s5986,2025-03-04T03:36:16,/billing,nav_click,59
u0016,s5986,2025-03-04T03:35:34,/home,form_submit,39
u0016,s5986,2025-03-04T03:35:32,/home,hover,22
u0016,s5986,2025-03-04T03:34:06,/home,hover,10
u0016,s5986,2025-03-04T03:34:17,/help,scroll,6
u0016,s5986,2025-03-04T03:32:54,/login,form_submit,20
u0016,s5986,2025-03-04T03:33:33,/login,scroll,18
u0017,s4394,2025-03-07T08:31:57,/login,nav_click,55
u0017,s4394,2025-03-07T08:29:10,/settings,nav_click,13
u0017,s4394,2025-03-07T08:33:45,/settings,nav_click,12
u0017,s4394,2025-03-07T08:29:22,/dashboard,click_button,27
u0017,s4394,2025-03-07T08:31:10,/reports,form_submit,6
u0017,s4394,2025-03-07T08:30:38,/settings,click_button,13
u0017,s4394,2025-03-07T08:32:44,/reports,click_button,52
u0017,s4394,2025-03-07T08:29:41,/billing,hover,54
u0017,s4394,2025-03-07T08:32:14,/reports,scroll,11
u0017,s4394,2025-03-07T08:33:00,/reports,nav_click,44
u0017,s4394,2025-03-07T08:29:31,/help,scroll,24
u0017,s4394,2025-03-07T08:33:03,/help,click_button,8
u0017,s4394,2025-03-07T08:33:14,/login,hover,32
u0017,s4394,2025-03-07T08:30:04,/billing,hover,9
u0018,s6277,2025-03-05T02:24:43,/settings,scroll,45
u0018,s6277,2025-03-05T02:28:19,/help,form_submit,29
u0018,s6277,2025-03-05T02:28:10,/settings,hover,37
u0018,s6277,2025-03-05T02:27:19,/home,click_button,59
u0018,s6277,2025-03-05T02:28:21,/help,nav_click,32
u0018,s6277,2025-03-05T02:27:30,/dashboard,hover,26
u0018,s6277,2025-03-05T02:27:31,/billing,hover,51
u0018,s6277,2025-03-05T02:24:27,/settings,hover,25
u0018,s6277,2025-03-05T02:25:49,/settings,nav_click,48
u0018,s6277,2025-03-05T02:27:41,/home,click_button,58
u0018,s6277,2025-03-05T02:24:22,/home,hover,11
u0018,s6277,2025-03-05T02:26:49,/login,nav_click,40
u0018,s6277,2025-03-05T02:24:09,/reports,scroll,40
u0018,s6277,2025-03-05T02:26:27,/help,click_button,31
u0019,s7929,2025-03-31T10:31:09,/settings,click_button,41
u0019,s7929,2025-03-31T10:32:49,/dashboard,nav_click,47
u0019,s7929,2025-03-31T10:32:36,/dashboard,click_button,27
u0019,s7929,2025-03-31T10:33:14,/settings,click_button,53
u0019,s7929,2025-03-31T10:30:52,/reports,nav_click,56
u0019,s8030,2025-03-25T22:43:05,/home,scroll,47
u0019,s8030,2025-03-25T22:40:36,/home,nav_click,22
u0019,s8030,2025-03-25T22:40:58,/settings,form_submit,5
u0019,s8030,2025-03-25T22:39:52,/login,nav_click,41
u0019,s8030,2025-03-25T22:41:45,/home,nav_click,52
u0019,s8030,2025-03-25T22:38:35,/home,scroll,18
u0019,s8030,2025-03-25T22:41:32,/billing,hover,26
u0019,s8030,2025-03-25T22:39:40,/settings,form_submit,51
u0019,s8030,2025-03-25T22:41:06,/login,scroll,43
u0019,s8030,2025-03-25T22:39:03,/home,nav_click,15
u0019,s8030,2025-03-25T22:38:45,/help,click_button,22
u0019,s8030,2025-03-25T22:42:06,/help,hover,36
u0019,s8030,2025-03-25T22:42:06,/billing,form_submit,18
u0019,s9394,2025-03-12T15:40:15,/settings,scroll,36
u0019,s9394,2025-03-12T15:43:48,/help,form_submit,7
u0019,s9394,2025-03-12T15:41:11,/billing,scroll,8
u0019,s9394,2025-03-12T15:39:22,/dashboard,form_submit,18
u0019,s9394,2025-03-12T15:40:29,/login,form_submit,23
u0019,s9394,2025-03-12T15:42:06,/home,click_button,36
u0020,s3878,2025-03-13T19:25:33,/reports,scroll,58
u0020,s3878,2025-03-13T19:26:37,/home,hover,60
u0020,s3878,2025-03-13T19:23:57,/billing,click_button,34
u0020,s3878,2025-03-13T19:24:15,/login,form_submit,41
u0020,s3878,2025-03-13T19:27:15,/reports,hover,50
u0020,s3878,2025-03-13T19:27:09,/settings,click_button,30
u0020,s3878,2025-03-13T19:23:46,/settings,nav_click,56
u0020,s8538,2025-03-03T15:55:04,/dashboard,hover,42
u0020,s8538,2025-03-03T15:57:35,/reports,click_button,30
u0020,s8538,2025-03-03T15:56:48,/help,form_submit,19
u0020,s8538,2025-03-03T15:57:00,/login,nav_click,9
u0020,s8538,2025-03-03T15:58:31,/help,click_button,38
u0020,s8538,2025-03-03T15:58:31,/dashboard,form_submit,27
u0020,s8538,2025-03-03T15:55:25,/dashboard,click_button,14
u0020,s8538,2025-03-03T15:56:21,/dashboard,nav_click,43
u0020,s8538,2025-03-03T15:55:28,/login,click_button,16
u0020,s8538,2025-03-03T15:58:22,/billing,scroll,53
u0020,s8354,2025-03-30T20:36:04,/login,form_submit,14
u0020,s8354,2025-03-30T20:37:04,/home,hover,33
u0020,s8354,2025-03-30T20:35:54,/login,form_submit,42
u0020,s8354,2025-03-30T20:33:47,/settings,scroll,9
u0020,s8354,2025-03-30T20:35:57,/billing,hover,7
u0020,s8354,2025-03-30T20:33:48,/settings,form_submit,9
u0020,s8354,2025-03-30T20:34:05,/reports,scroll,37
u0020,s8354,2025-03-30T20:36:35,/billing,scroll,40
u0020,s8354,2025-03-30T20:33:40,/billing,scroll,46
u0020,s8354,2025-03-30T20:34:55,/settings,scroll,35
u0020,s8354,2025-03-30T20:37:35,/dashboard,click_button,33
u0020,s8354,2025-03-30T20:34:11,/login,form_submit,50
u0020,s8354,2025-03-30T20:34:02,/reports,nav_click,7
u0020,s8354,2025-03-30T20:35:25,/help,hover,33
u0020,s8354,2025-03-30T20:37:47,/reports,scroll,15
u0020,s6962,2025-03-30T10:21:27,/billing,form_submit,48
u0020,s6962,2025-03-30T10:18:35,/login,form_submit,9
u0020,s6962,2025-03-30T10:20:57,/home,scroll,48
u0020,s6962,2025-03-30T10:21:26,/settings,form_submit,51
u0020,s6962,2025-03-30T10:19:25,/settings,click_button,42
u0020,s6962,2025-03-30T10:19:21,/settings,form_submit,46
u0020,s6962,2025-03-30T10:21:29,/dashboard,scroll,50
u0020,s6962,2025-03-30T10:18:52,/settings,scroll,29
u0020,s6962,2025-03-30T10:20:57,/login,nav_click,47
u0020,s6962,2025-03-30T10:22:38,/home,hover,37
u0021,s1298,2025-03-10T06:35:46,/settings,hover,17
u0021,s1298,2025-03-10T06:35:52,/dashboard,nav_click,9
u0021,s1298,2025-03-10T06:36:28,/login,click_button,37
u0021,s1298,2025-03-10T06:38:33,/login,scroll,7
u0021,s1298,2025-03-10T06:36:49,/login,scroll,13
u0021,s1298,2025-03-10T06:37:09,/dashboard,nav_click,16
u0021,s1298,2025-03-10T06:35:21,/help,hover,7
u0021,s1298,2025-03-10T06:37:27,/settings,nav_click,33
u0021,s1298,2025-03-10T06:36:22,/login,hover,19
u0021,s1298,2025-03-10T06:38:30,/dashboard,form_submit,56
u0021,s8684,2025-03-12T20:50:01,/billing,form_submit,54
u0021,s8684,2025-03-12T20:49:31,/reports,scroll,31
u0021,s8684,2025-03-12T20:47:38,/login,nav_click,56
u0021,s8684,2025-03-12T20:47:26,/login,form_submit,8
u0021,s8684,2025-03-12T20:50:22,/login,form_submit,40
u0021,s8684,2025-03-12T20:47:08,/help,scroll,59
u0021,s8684,2025-03-12T20:47:19,/settings,click_button,53
u0021,s8684,2025-03-12T20:47:38,/settings,hover,37
u0021,s3414,2025-03-03T08:09:02,/settings,click_button,31
u0021,s3414,2025-03-03T08:05:39,/billing,scroll,28
u0021,s3414,2025-03-03T08:07:12,/billing,click_button,28
u0021,s3414,2025-03-03T08:07:06,/home,form_submit,11
u0021,s3414,2025-03-03T08:08:03,/login,nav_click,13
u0021,s3414,2025-03-03T08:05:31,/settings,hover,49
u0021,s3414,2025-03-03T08:06:23,/login,hover,33
u0021,s3414,2025-03-03T08:05:14,/home,click_button,21
u0021,s3414,2025-03-03T08:07:02,/login,nav_click,40
u0021,s3414,2025-03-03T08:09:42,/billing,click_button,54
u0021,s3414,2025-03-03T08:07:39,/dashboard,form_submit,12
u0022,s4906,2025-03-21T22:44:37,/home,click_button,58
u0022,s4906,2025-03-21T22:44:58,/reports,scroll,6
u0022,s4906,2025-03-21T22:45:06,/reports,nav_click,50
u0022,s4906,2025-03-21T22:41:56,/settings,hover,5
u0022,s4906,2025-03-21T22:43:43,/dashboard,scroll,31
u0022,s4906,2025-03-21T22:42:18,/help,click_button,38
u0022,s4906,2025-03-21T22:43:47,/home,scroll,39
